Id,Title,Body,RatingsSentiCR,RatingsGPT35,RatingsGPTFineTuned
9594503,RapidMiner error: Regular Attributes must be of type binomial. Market Basket Analysis,"I am attempting to learn to use RapidMiner, and my boss wants me to perform a market basket analysis on a set of data. But when I use the given template, I get the following error:  

Regular Attributes must be of type binomial.
This is given withing the FP-Growth operator.  

I have a customerID (only numbers), a productName(Letters) and a Product Quantity (numbers) column.  

As I am a newbie with RM, I have no idea what is wrong.  

Any input would be greatly appreciated.
Thank you in advance.
",-1,-1,-1.0
10416219,rapidminer some concepts,"In rapidminer what is the meaning of:

    - training cycles
    - learning rate
    - momentum


I'm trying to work with rapidminer but i cant understand this notions. Any help would be apreciated, as newbly as possible.
",1,-1,-1.0
10662637,How integrate RapidMiner in a PHP web application?,"I've got an implementation in RapidMiner that classifies questions according to Bloom's taxonomy. I need to consume the data produced by a web application developed in PHP and show the results in the interface of the web application. 

So I'm wondering if it is possible that the application in PHP communicates with RapidMiner to process the data and show the results provided by RapidMiner in the interface.

I know RapidMiner is implemented in Java, and there is the option of using Java bridge to comunicate PHP and JAVA, but I'm not sure if that is a solution to this.
",1,-1,-1.0
14058589,Add a constant value to a numerical attribute in Rapid Miner,"I am working with rapidminer , I have a dataset with a numerical field (attribute) , I want to simply add a constant (e.g. 1) to all values of this feature ,

How may I do this? I have not found anything straightforward so far.
",0,-1,-1.0
14421563,Read MYSQL db in RapidMiner,"I'm attempting to use the 'Read Database' operator in RapidMiner 5 to read an 'ExampleSet' from a Mysql database. I seem to establish a working connection with my db as I notice the Manage Database Connections window displays a 'Connection ok' message when prompted.

However when I attempt to run the 'Read Database' process I receive the following error

""Process failed:
Failed to lookup .javax.naming.NoInitialContextException:
Need to specify class name in environment or system property, or as an applet parameter,
or in an application resouce file:
java.naming.factory.initial""

I don't know how to interpret this error. Do I need to set an environmental variable?
",-1,-1,-1.0
14819750,Rapidminer Graph view suspected export bug?,"As my question was remained unanswered in Rapidminer forum via this address : 

my original question

I would like to propose it here again, please inform me if by any chance you know the answer.

I have noticed no matter what type of extensions we use for getting  export (i.e. .pdf, .ps .jpg , etc), the export engine do like a screenshot of the current view instead of the whole output space, this has caused lots of issues for me exporting gigantic decision trees of my research.

Please someone advise me on this issue.

Best,

Amir
",1,-1,-1.0
15362520,using the stacking module in rapidminer,"iam new to rapidminer and i know how to add neuralnets and aply model and how to use the crossvalidation. but now i want to use the stacking module but i get the error that my neural net can't work with binominal fields but it did before i started using the stack module.

in my stack module in the left part i have 2 adaboosts with in the first a neural net and in de second a naive byas. in the right part i have a singel neural net wich gives the error how can i fix this? i have looked at the questions but i couldn't find any thing about using multiple learners. and google isn't as usefull as it could be.
",-1,-1,-1.0
15834182,Integration of RapidMiner in Java application,"I have a text classification process in RapidMiner. It reads the test data from specified excel ssheet and does the classification. I have also a small Java application which is just running this process. Now I want to make the file input part in my aplication, so that everytime I would be able to specify the excel file from my application (not from RapidMiner).
Any hints?

This is the code:

import com.rapidminer.RapidMiner;
import com.rapidminer.Process;
import com.rapidminer.example.Attribute;
import com.rapidminer.example.Example;
import com.rapidminer.example.ExampleSet;
import com.rapidminer.operator.IOContainer;
import com.rapidminer.operator.Operator;
import com.rapidminer.operator.OperatorException;



import java.io.File;
import java.io.IOException;
import java.util.Iterator;
import com.rapidminer.operator.io.ExcelExampleSource; 
import com.rapidminer.tools.XMLException;


public class Classification {

    public static void main(String [] args) throws Exception{
         ExampleSet resultSet1 = null;
         IOContainer ioInput = null;
        IOContainer ioResult;
        try {
            RapidMiner.setExecutionMode(RapidMiner.ExecutionMode.COMMAND_LINE);
            RapidMiner.init();
            Process pr = new Process(new File(""C:\\Users\\MP-TEST\\Desktop\\Rapid_Test\\Wieder_Model.rmp""));
            Operator op = pr.getOperator(""Read Excel"");
            op.setParameter(ExcelExampleSource.PARAMETER_EXCEL_FILE, ""C:\\Users\\MP-TEST\\Desktop\\Rapid_Test\\HaendlerRatings_neu.xls"");
            ioResult = pr.run(ioInput);
            if (ioResult.getElementAt(0) instanceof ExampleSet) {
                resultSet1 = (ExampleSet)ioResult.getElementAt(0);

                for (Example example : resultSet1) {
                    Iterator&lt;Attribute&gt; allAtts = example.getAttributes().allAttributes();
                    while(allAtts.hasNext()) {
                        Attribute a = allAtts.next();
                                if (a.isNumerical()) {
                                        double value = example.getValue(a);
                                        System.out.println(value);

                                } else {
                                        String value = example.getValueAsString(a);
                                        System.out.println(value);
                                }
                         }
                }
                    }
        } catch (IOException | XMLException | OperatorException e) {
            // TODO Auto-generated catch block
            e.printStackTrace();
        }




          }
}


This is the error:

Apr 09, 2013 9:06:05 AM com.rapidminer.Process run
INFO: Process C:\Users\MP-TEST\Desktop\Rapid_Test\Wieder_Model.rmp starts
com.rapidminer.operator.UserError: A value for the parameter 'excel_file' must be specified! 
    at com.rapidminer.operator.nio.model.ExcelResultSetConfiguration.makeDataResultSet(ExcelResultSetConfiguration.java:316)
    at com.rapidminer.operator.nio.model.AbstractDataResultSetReader.createExampleSet(AbstractDataResultSetReader.java:127)
    at com.rapidminer.operator.io.AbstractExampleSource.read(AbstractExampleSource.java:52)
    at com.rapidminer.operator.io.AbstractExampleSource.read(AbstractExampleSource.java:1)
    at com.rapidminer.operator.io.AbstractReader.doWork(AbstractReader.java:126)
    at com.rapidminer.operator.Operator.execute(Operator.java:855)
    at com.rapidminer.operator.execution.SimpleUnitExecutor.execute(SimpleUnitExecutor.java:51)
    at com.rapidminer.operator.ExecutionUnit.execute(ExecutionUnit.java:711)
    at com.rapidminer.operator.OperatorChain.doWork(OperatorChain.java:379)
    at com.rapidminer.operator.Operator.execute(Operator.java:855)
    at com.rapidminer.Process.run(Process.java:949)
    at com.rapidminer.Process.run(Process.java:873)
    at com.rapidminer.Process.run(Process.java:832)
    at com.rapidminer.Process.run(Process.java:827)
    at Classification.main(Classification.java:29)


Best regards

Armen
",-1,-1,-1.0
17206918,trouble with xpath query in rapid miner,"I'm having trouble using xpath in Rapidminer.  Below is a sample html that I'm trying to pull data from.  I'm having trouble getting the number 7001 and Calfornia.  

I use //h:span[@class='detail-block']//h:/text() and I can get ""Number:""
Then I try //h:span[@class='detail-block']/span//h:/text() and get nothing.  I tried a bunch of variation of this and still come up with nothing.  I'm able to get things to work on google spreadsheet =importXML, but not rapidminer.

&lt;div class=""information""&gt;
&lt;h2 class=""underline""&gt;Information&lt;/h2&gt;
&lt;span class=""detail-block""&gt;&lt;span class=""detail-attribute""&gt;Number:&amp;nbsp;&lt;/span&gt;         
&lt;span&gt;7001&lt;/span&gt;&lt;/span&gt;
&lt;span class=""detail-block""&gt;&lt;span class=""detail-attribute""&gt;Location:&amp;nbsp;&lt;/span&gt; &lt;span&gt;California&lt;/span&gt;&lt;/span&gt;

",-1,-1,-1.0
18957888,Starting a java project that uses Rapid miner,"I was asked to develop a project that will use Rapidminer library from which i will provide a interface to view results in some graphical form,. i am NOT an advanced programmer but can work around with codes.

i have included all packages, libraries and necessary jars in my project, that i am building using eclipse.

referring some sites and codes from internet, i have started integration of Rapidminer in my program, but FAILED to do so.

please guide me to start my project, or any good source from internet where i can learn and be able to develop my project from scratch.

i have seen Rapidminer blogs and web, but i am NOT able to understand thing properly..

Thanx...for your help and precious time!!
",1,-1,-1.0
