Id,Title,Body,RatingsSentiCR,RatingsGPT35,RatingsGPTFineTuned
47401518,Nextflow: Is an input file empty?,"This is really a Nextflow question. I have a process that produces a number of files, some will be empty. I need to detect which ones and the next process should skip processing them. Looked straightforward, but the code:

process demuxByPrimers {
    publishDir params.outdir

    input:
    file productFile from products

    output:
    file 'ITS*.fastq' into primers mode flatten

    when: 
    productFile.size() &gt; 0

    script:
    println ""Processing ${productFile}""
}


does not work well. Input files in the work directory are symbolic links and thus they are not empty... Any ideas on how to skip processing empty files?
",-1,-1,-1.0
50443545,Conditional Pipeline in Nextflow,"I have trying to create a conditional pipeline NextFlow. For example, 

Process A outputs a value to a channel. If the value is 1, then run X, otherwise run Y. 

Here's what I am trying to do:

initialData = 2
receiver1 = ""EMPTY""
receiver2 = ""EMPTY""
receiver3 = """"


process A {
    input:
    val initialData

    output:
    val initialData into trigger
    '''
    echo 10
    '''
}

process foo {
    input:
    val trigger

    output:
    val ""I ran from FOO"" into receiver2


    when:
    trigger == 2

    '''
    echo I ran from FOO
    '''
}


process bar {
    input:
    val trigger

    output:
    val ""I ran from BAR"" into receiver1


    when:
    trigger == 1

    '''
    echo I ran from BAR
    '''
}


Assume foo and bar are equivalent but different implementations (e.g. one converts a movie from AVI to h.264, and the other converts from MOV to h.264). I'd like to have another process, say C, that can read either from Bar or Foo without knowing anything about trigger. But, nextflow complains if I use the same output channel name in both Foo and Bar.
",-1,1,-1.0
53277369,splitCsv then map a list of URLs in Nextflow,"I am trying to take the GIAB data index files (which are CSVs), and download each file in Nextflow. I think I have the general structure right, but when I run nextflow run file.nf nothing happens.

Channel.fromPath(file('https://raw.githubusercontent.com/genome-in-a-bottle/giab_data_indexes/master/NA12878/sequence.index.NA12878_Illumina_HiSeq_Exome_Garvan_trimmed_fastq_09252015'))
    .splitCsv(header: true)
    .map { it.FASTQ }
    .set { giab_urls }


process download_giab {
    storeDir 'giab'

    input:
        file giab_url from giab_urls

    output:
        file '*.fastq' into giab_fastqs

    script:
        """"""
        lftp -c 'get $giab_url'
        """"""
}


The log file produced is as follows:

Nov-13 18:18:43.537 [main] DEBUG nextflow.cli.Launcher - $&gt; /opt/miniconda3/bin/nextflow run main.nf
Nov-13 18:18:43.653 [main] INFO  nextflow.cli.CmdRun - N E X T F L O W  ~  version 18.10.1
Nov-13 18:18:43.661 [main] INFO  nextflow.cli.CmdRun - Launching `main.nf` [agitated_cori] - revision: 5cf3310536
Nov-13 18:18:43.757 [main] DEBUG nextflow.Session - Session uuid: c19f86b4-0eff-43de-8ad4-cb7936701490
Nov-13 18:18:43.758 [main] DEBUG nextflow.Session - Run name: agitated_cori
Nov-13 18:18:43.759 [main] DEBUG nextflow.Session - Executor pool size: 4
Nov-13 18:18:43.769 [main] DEBUG nextflow.cli.CmdRun - 
  Version: 18.10.1 build 5003
  Modified: 24-10-2018 14:03 UTC (25-10-2018 01:03 AEDT)
  System: Linux 4.15.0-38-generic
  Runtime: Groovy 2.5.3 on OpenJDK 64-Bit Server VM 1.8.0_181-8u181-b13-1ubuntu0.18.04.1-b13
  Encoding: UTF-8 (UTF-8)
  Process: 8747@michael-Latitude-7480 [127.0.1.1]
  CPUs: 4 - Mem: 23.4 GB (1.9 GB) - Swap: 2 GB (2 GB)
Nov-13 18:18:43.832 [main] DEBUG nextflow.Session - Work-dir: /home/michael/Programming/CromwellValidation/work [ext2/ext3]
Nov-13 18:18:43.832 [main] DEBUG nextflow.Session - Script base path does not exist or is not a directory: /home/michael/Programming/CromwellValidation/bin
Nov-13 18:18:43.904 [main] DEBUG nextflow.Session - Session start invoked
Nov-13 18:18:43.911 [main] DEBUG nextflow.processor.TaskDispatcher - Dispatcher &gt; start
Nov-13 18:18:43.911 [main] DEBUG nextflow.script.ScriptRunner - &gt; Script parsing
Nov-13 18:18:44.244 [main] DEBUG nextflow.script.ScriptRunner - &gt; Launching execution
Nov-13 18:18:44.586 [main] DEBUG nextflow.processor.ProcessFactory - &lt;&lt; taskConfig executor: null
Nov-13 18:18:44.586 [main] DEBUG nextflow.processor.ProcessFactory - &gt;&gt; processorType: 'local'
Nov-13 18:18:44.593 [main] DEBUG nextflow.executor.Executor - Initializing executor: local
Nov-13 18:18:44.596 [main] INFO  nextflow.executor.Executor - [warm up] executor &gt; local
Nov-13 18:18:44.600 [main] DEBUG n.processor.LocalPollingMonitor - Creating local task monitor for executor 'local' &gt; cpus=4; memory=23.4 GB; capacity=4; pollInterval=100ms; dumpInterval=5m
Nov-13 18:18:44.604 [main] DEBUG nextflow.processor.TaskDispatcher - Starting monitor: LocalPollingMonitor
Nov-13 18:18:44.605 [main] DEBUG n.processor.TaskPollingMonitor - &gt;&gt;&gt; barrier register (monitor: local)
Nov-13 18:18:44.616 [main] DEBUG nextflow.executor.Executor - Invoke register for executor: local
Nov-13 18:18:44.672 [main] DEBUG nextflow.Session - &gt;&gt;&gt; barrier register (process: download_giab)
Nov-13 18:18:44.676 [main] DEBUG nextflow.processor.TaskProcessor - Creating operator &gt; download_giab -- maxForks: 4
Nov-13 18:18:44.736 [main] DEBUG nextflow.script.ScriptRunner - &gt; Await termination 
Nov-13 18:18:44.736 [main] DEBUG nextflow.Session - Session await
Nov-13 18:18:44.758 [Actor Thread 3] DEBUG nextflow.Session - &lt;&lt;&lt; barrier arrive (process: download_giab)
Nov-13 18:18:44.759 [main] DEBUG nextflow.Session - Session await &gt; all process finished
Nov-13 18:18:44.813 [Task monitor] DEBUG n.processor.TaskPollingMonitor - &lt;&lt;&lt; barrier arrives (monitor: local)
Nov-13 18:18:44.813 [main] DEBUG nextflow.Session - Session await &gt; all barriers passed
Nov-13 18:18:44.818 [main] DEBUG nextflow.trace.StatsObserver - Workflow completed &gt; WorkflowStats[succeedCount=0; failedCount=0; ignoredCount=0; cachedCount=0; succeedDuration=0ms; failedDuration=0ms; cachedDuration=0ms]
Nov-13 18:18:44.826 [main] DEBUG nextflow.CacheDB - Closing CacheDB done
Nov-13 18:18:44.842 [main] DEBUG nextflow.script.ScriptRunner - &gt; Execution complete -- Goodbye


Any ideas what I'm doing wrong here? None of the nextflow output is very enlightening.
",-1,-1,-1.0
53290181,"In Nextflow, Does a process with a channel.fromPath is parallelized?","I have a process in Nextflow with multiple input file from a Channel.FromPath(). 

Here my script: 

params.queries = """"
queries = Channel.fromPath(params.queries) #path to multiple .fasta files

process PsiBlast {

input:
file query from queries_psiblast

output:
file top_hits

""""""
blastpgp -d $db -i $query -j 2 -C ff.chd.ckp -Q pssm.out &gt;&gt; top_hits
""""""
}

#then there are others processes, not needed for my question. 


What I want to know is if my process is parallelized? If it run on 2 files at the same time for example? Or do I need to specify it in my script?

I read the doc, but it's not specify. And I don't know how to test that. 
",-1,-1,-1.0
57767793,"Nextflow+Singularity: No such file or directory, even though file exists","I am trying to run this pipeline, which is implemented with Nextflow and uses a Docker container. Unfortunately I cannot use Docker, since it is not HPC compatible (no sudo), so I am using Singularity instead of Docker. However, it seems that the paths are not mounted correctly, since I am getting this error:

Error executing process &gt; 'truncate_input_headers'

Caused by:
  Process `truncate_input_headers` terminated with an error exit status (1)

Command executed:

  truncate_header.lua &lt; phased.1_scaffolds_FINAL.fasta &gt; truncated.fasta

Command exit status:
  1

Command output:
  (empty)

Command error:
  .command.sh: line 2: phased.1_scaffolds_FINAL.fasta: No such file or directory

Work dir:
  /work/project/ladsie_002/work/77/1854982bdacdd60fbe447554ab153b

Tip: you can replicate the issue by changing to the process work dir and entering the command `bash .command.run`




However, when I look into the path, the file does indeed exist:

$ ll /work/project/ladsie_002/work/77/1854982bdacdd60fbe447554ab153b
total 1
lrwxrwxrwx 1 bbrink users 76 30. Aug 13:44 phased.1_scaffolds_FINAL.fasta -&gt; /work/project/ladsie_002/companion/input/pleo/phased.1_scaffolds_FINAL.fasta


This is my config:

env {
    GT_RETAINIDS = ""yes""
    AUGUSTUS_CONFIG_PATH = ""/opt/data/augustus""
    FILTER_SHORT_PARTIALS_RULE = ""/opt/data/filters/filter_short_partials.lua""
    PFAM = ""/opt/pfam/Pfam-A.hmm""
    PFAM2GO = ""/opt/data/pfam2go/pfam2go.txt""
    RATT_CONFIG = ""/opt/RATT/RATT.config_euk_NoPseudo_SpliceSite""
}

params.GO_OBO = ""/opt/go.obo""
params.NCRNA_MODELS = ""/opt/data/cm/rnas.cm""
params.CIRCOS_CONFIG_FILE = ""/opt/data/circos/circos.debian.conf""
params.CIRCOS_BIN_CONFIG_FILE = ""/opt/data/circos/circos.bin.debian.conf""
params.SPECFILE = ""/opt/data/speck/output_check.lua""
params.AUGUSTUS_EXTRINSIC_CFG = ""/opt/data/augustus/extrinsic.cfg""

process {
    container = 'sangerpathogens/companion:latest'
}

singularity {
    enabled = true
//    autoMounts = true
}

executor {
    name = 'local'
    queueSize = 2
    pollInterval = '3sec'
}


I tried to find a solution for this, the only thing I could find was the autoMounts = true option (commented out above), which causes the pipeline to not even find it's own lua scripts when enabled:

Error executing process &gt; 'truncate_input_headers'

Caused by:
  Process `truncate_input_headers` terminated with an error exit status (127)

Command executed:

  truncate_header.lua &lt; phased.1_scaffolds_FINAL.fasta &gt; truncated.fasta

Command exit status:
  127

Command output:
  (empty)

Command error:
  .command.sh: line 2: truncate_header.lua: command not found

Work dir:
  /work/project/ladsie_002/work/95/f03b31ed18a84f331b83cad0232bd5

Tip: you can try to figure out what's wrong by changing to the process work dir and showing the script file named `.command.sh`


Edit1:
I followed the advice of tsnowlan and added --debug to singularity.engineOptions. However, the path in question seems to be mounted:

Error executing process &gt; 'truncate_input_headers'

Caused by:
  Process `truncate_input_headers` terminated with an error exit status (1)

Command executed:

  truncate_header.lua &lt; phased.1_scaffolds_FINAL.fasta &gt; truncated.fasta

Command exit status:
  1

Command output:
  (empty)

Command error:
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting tmpfs to /var/singularity/mnt/session
  DEBUG   [U=1038,P=29509]   mountImage()                  Mounting loop device /dev/loop0 to /var/singularity/mnt/session/rootfs
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting overlay to /var/singularity/mnt/session/final
  DEBUG   [U=1038,P=29509]   setPropagationMount()         Set RPC mount propagation flag to SLAVE
  VERBOSE [U=1038,P=29509]   Passwd()                      Checking for template passwd file: /var/singularity/mnt/session/rootfs/etc/passwd
  VERBOSE [U=1038,P=29509]   Passwd()                      Creating passwd content
  VERBOSE [U=1038,P=29509]   Passwd()                      Creating template passwd file and appending user data: /var/singularity/mnt/session/rootfs/etc/passwd
  DEBUG   [U=1038,P=29509]   addIdentityMount()            Adding /etc/passwd to mount list
  VERBOSE [U=1038,P=29509]   addIdentityMount()            Default mount: /etc/passwd:/etc/passwd
  VERBOSE [U=1038,P=29509]   Group()                       Checking for template group file: /var/singularity/mnt/session/rootfs/etc/group
  VERBOSE [U=1038,P=29509]   Group()                       Creating group content
  DEBUG   [U=1038,P=29509]   addIdentityMount()            Adding /etc/group to mount list
  VERBOSE [U=1038,P=29509]   addIdentityMount()            Default mount: /etc/group:/etc/group
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /dev to /var/singularity/mnt/session/final/dev
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /etc/localtime to /var/singularity/mnt/session/final/usr/share/zoneinfo/UTC
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /etc/hosts to /var/singularity/mnt/session/final/etc/hosts
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /etc/singularity/actions to /var/singularity/mnt/session/final/.singularity.d/actions
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/.singularity.d/actions
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /proc to /var/singularity/mnt/session/final/proc
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/proc
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting sysfs to /var/singularity/mnt/session/final/sys
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /home/bbrink to /var/singularity/mnt/session/home/bbrink
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/home/bbrink
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /var/singularity/mnt/session/home/bbrink to /var/singularity/mnt/session/final/home/bbrink
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/home/bbrink
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /tmp to /var/singularity/mnt/session/final/tmp
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/tmp
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /var/tmp to /var/singularity/mnt/session/final/var/tmp
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/var/tmp
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /work/project/ladsie_002/work/de/74a8bbd8bd11ad1524800fb7e71556 to /var/singularity/mnt/session/final/work/project/ladsie_002/work/de/74a8bbd8bd11ad1524800fb7e71556
  DEBUG   [U=1038,P=29509]   mountGeneric()                Remounting /var/singularity/mnt/session/final/work/project/ladsie_002/work/de/74a8bbd8bd11ad1524800fb7e71556
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /var/singularity/mnt/session/etc/resolv.conf to /var/singularity/mnt/session/final/etc/resolv.conf
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /var/singularity/mnt/session/etc/passwd to /var/singularity/mnt/session/final/etc/passwd
  DEBUG   [U=1038,P=29509]   mountGeneric()                Mounting /var/singularity/mnt/session/etc/group to /var/singularity/mnt/session/final/etc/group
  DEBUG   [U=1038,P=29509]   create()                      Chroot into /var/singularity/mnt/session/final
  DEBUG   [U=0,P=29543]      Chroot()                      Change current directory to /var/singularity/mnt/session/final
  DEBUG   [U=0,P=29543]      Chroot()                      Hold reference to host / directory
  DEBUG   [U=0,P=29543]      Chroot()                      Called pivot_root on /var/singularity/mnt/session/final
  DEBUG   [U=0,P=29543]      Chroot()                      Change current directory to host / directory
  DEBUG   [U=0,P=29543]      Chroot()                      Apply slave mount propagation for host / directory
  DEBUG   [U=0,P=29543]      Chroot()                      Called unmount(/, syscall.MNT_DETACH)
  DEBUG   [U=0,P=29543]      Chroot()                      Changing directory to / to avoid getpwd issues
  DEBUG   [U=1038,P=29509]   create()                      Chdir into / to avoid errors
  VERBOSE [U=1038,P=29542]   startup()                     Execute stage 2
  DEBUG   [U=1038,P=29542]   Stage()                       Entering stage 2
  DEBUG   [U=1038,P=29509]   PostStartProcess()            Post start process
  .command.sh: line 2: phased.1_scaffolds_FINAL.fasta: No such file or directory
  DEBUG   [U=1038,P=29509]   CleanupContainer()            Cleanup container
  DEBUG   [U=1038,P=29509]   Master()                      Child exited with exit status 1

Work dir:
  /work/project/ladsie_002/work/de/74a8bbd8bd11ad1524800fb7e71556


Edit2:
I fixed the faulty mount point, which lead to another error:

gt: error: could not execute script ...rk/project/ladsie_002/companion/bin/gff3_to_embl.lua:74: bad argument #1 to 'lines' (/opt/go.obo: Permission denied)


I guess the permissions inside the container are not set correctly.
",-1,-1,-1.0
58948617,Segmentation fault (core dumped) in simple (but long) bash function,"I am using Nextflow.io to schedule several thousand analysis jobs and then join the outputs.

Nextflow is a DSL that allows me to specify channels and processes and schedule and run those. Under the hood, it creates bash scripts for each process, which is why I'm posting here rather than https://github.com/nextflow-io/nextflow .

I can provide a full version of the script, but this is a cutdown version:

#!/bin/bash

nxf_stage() {
    true
    #THIS IS WHERE IT BREAKS
    ...
}    

nxf_main() {
    trap on_exit EXIT
    trap on_term TERM INT USR1 USR2
    # some more prep here
    nxf_stage
    ...
    wait $pid || nxf_main_ret=$?
    ...
    nxf_unstage
}

$NXF_ENTRY


The purpose of the nxf_stage function is to prepare the files that that process needs. In place of the comment above where I've said it breaks is approximately 76,000 lines like this:

rm -f result_job_073241-D_RGB_3D_3D_side_far_0_2019-03-12_03-25-01.json 

followed by the same number of lines like this:

ln -s /home/ubuntu/plantcv-pipeline/work/8d/ffe3d29ee581c09d3d25706c238d1d/result_job_073241-D_RGB_3D_3D_side_far_0_2019-03-12_03-25-01.json result_job_073241-D_RGB_3D_3D_side_far_0_2019-03-12_03-25-01.json


When I try and execute the nextflow script, I get this error:

Segmentation fault (core dumped)

I was able to debug it to that function just with echo statements either side but nothing in that function seems complicated to me. Indeed when I stripped back everything else and just left the script as ~152,000 lines  of rm and ln commands, it just worked.

Is it possible that a function of this size has a memory footprint causing the segfault? It seems that each command itself is small.

Update:

Output of bash -x:

+ set -x
+ set -e
+ set -u
+ NXF_DEBUG=0
+ [[ 0 &gt; 1 ]]
+ NXF_ENTRY=nxf_main
+ nxf_main
+ trap on_exit EXIT
+ trap on_term TERM INT USR1 USR2
++ dd bs=18 count=1 if=/dev/urandom
++ base64
++ tr +/ 0A
+ export NXF_BOXID=nxf-1qYK72XftztQW4ocxx3Fs1tC
+ NXF_BOXID=nxf-1qYK72XftztQW4ocxx3Fs1tC
+ NXF_SCRATCH=
+ [[ 0 &gt; 0 ]]
+ touch /home/ubuntu/plantcv-pipeline/work/ec/da7ca4e909b2cc4a74ed8963cc5feb/.command.begin
+ set +u
+ set -u
+ [[ -n '' ]]
+ nxf_stage
Segmentation fault (core dumped)

",-1,-1,-1.0
59791866,FileNotFoundException (Permission denied) with Nextflow and Docker,"I am running a Nextflow pipeline that runs each process in a different Docker container. I run this pipeline inside a VM. While some of the processes work fine, in one of them I get an error:

java.io.FileNotFoundException: file_fastqc.zip (Permission denied)
Approxat java.base/java.io.FileOutputStream.open0(Native Method)
Approxat java.base/java.io.FileOutputStream.open(FileOutputStream.java:298)
Approxat java.base/java.io.FileOutputStream.&lt;init&gt;(FileOutputStream.java:237)
Failedat java.base/java.io.FileOutputStream.&lt;init&gt;(FileOutputStream.java:187)
java.iat uk.ac.babraham.FastQC.Report.HTMLReportArchive.&lt;init&gt;(HTMLReportArchive.java:80)
  at uk.ac.babraham.FastQC.Analysis.OfflineRunner.analysisComplete(OfflineRunner.java:178)
  at uk.ac.babraham.FastQC.Analysis.AnalysisRunner.run(AnalysisRunner.java:110)
  at java.base/java.lang.Thread.run(Thread.java:834)


The docker container that I am using in this process is biocontainers/fastqc:v0.11.8dfsg-2-deb_cv1

I am Running nextflow as sudo and I have tried to change execution folder permissions, but the error persists.

I have also tried to use the option docker.fixOwnership = true in Nextflow and a similar error appears

cannot touch '.command.trace': Permission denied


Running the same pipeline in my personal computer with the same Docker container and Nextflow (19.10) and Java (11) versions and it works perfectly fine.

Any help on how to solve this problem would be really appreciated. 
",1,-1,-1.0
57222784,How do I gather ordered outputs of a Nextflow process?,"I want to gather results from a Nextflow process in the same order in which they were input.  

I know that I could simply pass the values from all the channels through all the processes.  This would ensure that pairs get passed to all processes together.  However, that solution doesn't work well when you start adding multiple processes because it destroys the ability of those process to run in parallel.  For example, in the example code provided if you were to add a add_twenty process and then gather the outputs from both add_ten, add_twenty and vals2.  

Another possible solution I have played with was to add a key to each value in the original channels which essentially turns the original channels into a dictionary (i.e. hash).  But I couldn't get that to work.  I can provide an example if necessary.  

I created a toy example where I create two channels, send one to a process, and then send the processed output and one of the original channels to a new process.  

vals1 = Channel.from(1,2,3,4,5)
vals2 = Channel.from(1,2,3,4,5)


process add_ten {
    input:
    val(vals1)

    output:
    val(new_int) into new_vals1

    exec:
    new_int = vals1 + 10
}

process pair {
    echo true

    input:
    val(new_vals1)
    val(vals2)

    script:
    """"""
    echo ""${new_vals1}, ${vals2}""
    """"""
}


What I was hoping to see was something like this where the ones digits match:

11, 1
12, 2
13, 3
14, 4
15, 5


Even if those lines were jumbled it would be ok as long as the pairs persist.  For example,

14, 4
11, 1
13, 3
15, 5
12, 2


However, what I see is this:

15, 1
13, 2
11, 3
12, 4
14, 5

",-1,1,-1.0
60206497,How to specify AWK actions inside Nextflow pipeline?,"awk '($1&lt;1)|| ($1&gt;22) {print $2}' $input &gt; $output


If i put this line into Nextflow (written in groovy(Java)) pipeline script, it will show an error that mentions problem with variable notation (these: $1, $2). It works fine outside Nextflow. How else could i put in the variables here for it to work?

I tried

 awk '(${1}&lt;1)|| (${1}&gt;22) {print ${2}}' $input &gt; $output


Which outputs an empty file.
Desired output would be for it to just work in Nextflow.
",-1,-1,-1.0
61142937,Looking for a good output format to use a value extracted from a file in new script/process in Nextflow,"Subject: Looking for a good output format to use a value extracted from a file in new script/process in Nextflow

I can't seem to figure this one out:

I am writing some processes in Nextflow in which I'm extracting a value from a txt.file (PROCESS1) and I want to use it in a second process (PROCESS2). The extraction of the value is no problem but finding the suitable output format is. The problem is that when I save the stdout (OPTION1) to a channel there seems to be some kind of ""/n"" attached which gives problems in my second script.

Alternatively because this was not working I wanted to save the output of PROCESS1 as a file (OPTION2). Also this is no problem but I can't find the correct way to read the content of the file in PROCESS2. I suspect it has something to do with ""getText()"" but I tried several things and they all failed.

Finally I wanted to try to save the output as a variable (OPTION3) but I don't know how to do this.

PROCESS1

process txid {
    publishDir ""$wanteddir"", mode:'copy', overwrite: true

    input:
    file(report) from report4txid

    output:
    stdout into txid4assembly           //OPTION 1
    file(txid.txt) into txid4assembly   //OPTION 2
    val(txid) into txid4assembly        //OPTION 3: doesn't work


    shell:
    '''
    column -s, -t &lt; !{report}| awk '$4 == ""S""'| head -n 1 | cut -f5            //OPTION1
    column -s, -t &lt; !{report}| awk '$4 == ""S""'| head -n 1 | cut -f5 &gt; txid.txt //OPTION2
    column -s, -t &lt; !{report}| awk '$4 == ""S""'| head -n 1 | cut -f5 &gt; txid     //OPTION3

    '''
}


PROCESS2

process accessions {
    publishDir ""$wanteddir"", mode:'copy', overwrite: true

    input:
    val(txid) from txid4assembly       //OPTION1 &amp; OPTION3
    file(txid) from txid4assembly      //OPTION2

    output:
    file(""${txid}accessions.txt"") into accessionlist

    script:
    """"""
    esearch -db assembly -query '${txid}[txid] AND ""complete genome""[filter] AND ""latest refseq""[filter]' \
    | esummary | xtract -pattern DocumentSummary -element AssemblyAccession &gt; ${txid}accessions.txt
    """"""
}



RESULTING SCRIPT OF PROCESS2 AFTER OPTION 1 (remark: output = 573, lay-out unchanged)

esearch -db assembly -query '573
  [txid] AND ""complete genome""[filter] AND ""latest refseq""[filter]'     | esummary | xtract -pattern DocumentSummary -element AssemblyAccession &gt; 573
  accessions.txt


Thank you for your help!
",-1,-1,-1.0
